	Joe Rogan	Duncan Trussell	Ari Shaffir	Chris Hardwick	Jesse Thorn	Alison Rosen	Marshall Poe	Jordan Morris	Bert Kreischer	Joey Diaz	dates
88	0.13196663438357967	0.08004553826493996	0.028018105991252408	0.026902877669499357	0.018487866303146954	0.017891540251465034	0.011025923541491877	0.016533855040674155	0.014988129045479212	0.01648947570467062	2017-05-01
89	0.1298673004148744	0.07616059252962638	0.027287518898128197	0.026146939092284802	0.020105582283567118	0.01736615174845335	0.011189044371093106	0.018088258257638868	0.01531523986712367	0.016123438033889447	2017-06-01
90	0.1289464098092945	0.07444843116246803	0.02664261399342312	0.027199216280620317	0.020402173210468885	0.01726200219163272	0.01137233246141895	0.018229319474749945	0.015074462313353871	0.016024233018217798	2017-07-01
91	0.12661460518087467	0.07362074937928122	0.02610975365822217	0.02696280266228614	0.020201193969454922	0.016960795797499754	0.011752728439302407	0.0176439799970215	0.015660422325867153	0.015836727663928594	2017-08-01
92	0.1258462081388932	0.07314258697906519	0.025910114482280137	0.026687456776113165	0.020610674261810787	0.016832106289686916	0.01203074801195067	0.018073346712436957	0.015348853812555385	0.01614221137173275	2017-09-01
93	0.1237956150079348	0.07280444347970436	0.025530808727419686	0.025572942363939033	0.020422878881064237	0.01700526653689024	0.012214972525549199	0.01758249550199087	0.015435064083436112	0.016028315830502293	2017-10-01
94	0.1247569166154316	0.07267097495111292	0.02603640056737183	0.022916402449347034	0.01967331821212467	0.017112006725336845	0.012352671455057486	0.016791159908115756	0.016553712160087684	0.016157781426810857	2017-11-01
95	0.12292518680419248	0.07161063206684785	0.02572461044718941	0.022588780810193488	0.018766359335542514	0.016581704271391398	0.012649721128988153	0.01590398714812847	0.01618362655170721	0.015937707577376174	2017-12-01
96	0.12237701041669917	0.07052064228886182	0.02479840002534174	0.021999266238550655	0.01856807198079313	0.01628140233128174	0.012827644097872116	0.01574101783098119	0.015706781615068464	0.015396970705307106	2018-01-01
97	0.1180575267060923	0.06901387715893971	0.024326408185060985	0.021554452159708932	0.018782779405411322	0.016357863051206064	0.013163314340872789	0.01583726921744435	0.015445205561048062	0.014988411727092843	2018-02-01
98	0.1168991659368935	0.0677558345993329	0.024008926682794623	0.021143556734564552	0.018985187768432034	0.01666382109499431	0.013563990173905123	0.016041342757540402	0.015044631087773588	0.014953565164031407	2018-03-01
99	0.11459539661554488	0.06621699147408934	0.023887988658119485	0.02091182423768188	0.01873770318182417	0.016262223969343046	0.01390505369551594	0.01575651579037185	0.015015157321739189	0.014806815072514508	2018-04-01
100	0.11299366932792121	0.0642213407527767	0.02353234771580128	0.020871127440531816	0.017678942352956334	0.01584054943708791	0.014343221219566275	0.014979949234990898	0.014726652529711342	0.014558886035757715	2018-05-01
