	Pete Holmes	Nick Thune	Moshe Kasher	Jen Kirkman	Kurt Braunohler	Kumail Nanjiani	Eddie Pepitone	Jonah Ray	Ari Shaffir	Jackie Kashian	dates
76	0.0023931683778867165	0.001967787390810327	0.00163816574631217	0.0026902653936428985	0.0027407345648064836	0.0027505617793426693	0.0025024973665349177	0.0017983256163583974	0.002272276373338723	0.0022165431968556868	2016-05-01
77	0.002358309474460976	0.002746553711908524	0.00163677816026175	0.002659684620967057	0.002715808336924389	0.002716702286496306	0.002473429499514823	0.0018423935357006322	0.0022476881649295816	0.002187034738131834	2016-06-01
78	0.0023186601996490258	0.00271918821102021	0.0016406002294927914	0.00261898636433275	0.002690021363349703	0.0026967386565153184	0.0024571502008305275	0.0018636101835652358	0.0022236286747918045	0.002163840127937599	2016-07-01
79	0.0022884641929487456	0.0026882942742597195	0.0016275468578332653	0.002587061501998915	0.0026616183491297457	0.0026728027871417742	0.0024312878859809465	0.0018579192334463096	0.0022025435587777705	0.0021414100309525646	2016-08-01
80	0.0022627109522914838	0.0026603400703197376	0.0016161298420549464	0.002554589765650951	0.0026318466657242823	0.0026420238240926867	0.002399472311597158	0.0018498131958826923	0.002180845148702019	0.002208309877696449	2016-09-01
81	0.002232471824701129	0.002627178109951795	0.0016043547042400592	0.0025495971115754505	0.0025967828644471967	0.002612327766648616	0.0023664684026018126	0.0018337498173850134	0.0021569545703105245	0.0021778709776627252	2016-10-01
82	0.0021854499877849657	0.0025854195586436225	0.0015835746322482177	0.0025079796281854507	0.0025584593897643847	0.0025851730502722205	0.00232865601292513	0.001819309926322757	0.0021451388195179505	0.0021427745163395667	2016-11-01
83	0.0021612582745011775	0.0025630145574540835	0.0015742592904610523	0.002482653663841631	0.002531803294371734	0.0025640940694026198	0.0023094461027938578	0.0018141525016511489	0.0021243674858740717	0.002119916524937212	2016-12-01
84	0.002182947933784033	0.0025349791716681508	0.001606483335707492	0.0024570882381592892	0.002502647001252836	0.002537159089083657	0.0022843402734905754	0.0018223395012259885	0.00210897368903162	0.0020944375976122555	2017-01-01
85	0.0021593956954943172	0.002548169214245607	0.0015993107116013417	0.002431730214983879	0.002474803320013095	0.002521662786947339	0.0022600026124678205	0.001818721796272503	0.002094507573098764	0.0020729935998006844	2017-02-01
86	0.0024144440076358784	0.0025299428034639758	0.0015919573730532681	0.002396130946109199	0.0024363207809158485	0.0025010039383816496	0.002229763602233227	0.0018231979739952717	0.0020700830312673476	0.0020406314743385053	2017-03-01
87	0.0024495613634873546	0.0025058770931778553	0.0015743509505970266	0.002352680264915771	0.0024613916584383514	0.0024763510866019486	0.002186444686297713	0.0018068567123635784	0.0020417610841729954	0.0021322195648840673	2017-04-01
88	0.0024492141500200887	0.00249192803829591	0.0015705930809066621	0.0023214995212494567	0.002445135810096525	0.002461518112910584	0.0021519156565219843	0.0018086580371641798	0.0020223334495739465	0.0021944405641006384	2017-05-01
89	0.0024305866936840488	0.0024687142321626323	0.0018228880615580583	0.0022906148607170227	0.0024257292787103557	0.002439301575407142	0.0021167420124423857	0.0018059583436041225	0.0019946079530274536	0.002203829561327811	2017-06-01
90	0.0024065695430059465	0.0024457699527459316	0.001828803694773424	0.0022589744076362173	0.0023993369060176088	0.0024331142781888137	0.0021951667208447005	0.0017951556594822814	0.0020438336494573374	0.0021852794680942093	2017-07-01
91	0.00238802092463935	0.0024242548344368445	0.0018278555442212071	0.0022295952331121346	0.0023736085428734963	0.0024089928883732356	0.0021782802537360273	0.0017909544603624526	0.0021415062405515254	0.00217145809452531	2017-08-01
92	0.002351953208017651	0.0023880225291687826	0.0018084020481308335	0.002184672102240566	0.002334054023259783	0.0023712793564628154	0.0021400578282989267	0.001770053116350123	0.002133666141261185	0.002140769635832256	2017-09-01
93	0.0023267852462363144	0.002372888214792828	0.0017999138738140769	0.0023494337959586355	0.0022890551382868563	0.0023459952412999553	0.0022376678506932724	0.0017532578498746223	0.0021901556424579415	0.0021086575948220266	2017-10-01
94	0.0022937112552978505	0.002333453451239591	0.001778971582859636	0.0023141784156754195	0.0022461920438138234	0.002303778886814614	0.0022007406752427685	0.0017344385264310837	0.0021777817345803455	0.0022460140482555816	2017-11-01
95	0.0022655199381342523	0.0022998194248820794	0.0023691977753662365	0.002291027795771028	0.0022158343860395947	0.0022699663633045306	0.002172654878782995	0.0017231963968157885	0.002154628004318651	0.002213534227297729	2017-12-01
96	0.0022411349286467286	0.0022735792566527828	0.002342516655141067	0.002265244657504885	0.002186403994872658	0.0022611086277438495	0.002254123953022742	0.0017120278390696385	0.0021350134495857374	0.0021876754958940897	2018-01-01
97	0.002239685763952891	0.002246163477536685	0.0023080290663174117	0.0022386316362776036	0.002156435738876804	0.0022320185644281233	0.002230388137385439	0.0017026196703499568	0.0021136428529577684	0.0021640870845302837	2018-02-01
98	0.0022961988240957822	0.0022093903379531554	0.002273524415401542	0.0022079213860401654	0.002205393963992171	0.0021973897322820806	0.002193451373343879	0.001680985608377999	0.0021267581079229404	0.002125317881499168	2018-03-01
99	0.0022711822270335617	0.0022571818718385202	0.0022344243541226874	0.0021872045407509443	0.002169976444599985	0.0021561212788680836	0.0021536025379624677	0.0016518247950391292	0.002094184516017653	0.002086004885665037	2018-04-01
100	0.0022612247586074603	0.0022460787808324576	0.0022258564677683198	0.0021793890802850263	0.0021633782181493407	0.002150241064451142	0.0021437380959990187	0.002112386435494598	0.0020802412104712668	0.0020792178590955633	2018-05-01
