	pr	hub	auth	eccentricity	closeness	betweenness	degree_cen	eigen
Kelly Starrett	0.00010845707624969973	0.0006587882307648675	0.0	5	0.320362674726105	4.6381328732305526e-08	0.001768867924528302	0.006368444916490061
Ali Wong	0.00010845707624969973	0.001504874772696113	0.0	5	0.3026949848295556	4.994243920888192e-05	0.001768867924528302	0.0056394552475617
Dean Delray	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.3078039927404719	1.9216012343546654e-06	0.0023584905660377358	0.0020075694413125246
Micah Peters	0.00010845707624969973	0.00043260240491638734	0.0	5	0.3158875023281803	1.458414581442079e-07	0.001768867924528302	0.0076669631185392615
Alison Agosti	0.00010845707624969973	0.00041281412877509845	0.0	5	0.3003896563939072	0.00020997736723504608	0.001768867924528302	0.001386283823396887
Krishna Das	0.00010845707624969973	0.00042409137797348495	0.0	5	0.33771405814416566	1.7301951919939168e-05	0.003537735849056604	0.0009487863037027722
Ben Roy	0.00010845707624969973	0.0005034922075712031	0.0	5	0.2839919624916276	4.261588009188772e-05	0.001768867924528302	0.00698160757772515
Laura Swisher	0.00010845707624969973	3.1986527079018445e-06	0.0	5	0.2812137290664898	2.1082422151047966e-08	0.001768867924528302	0.003459209892677062
L.A. Reid	0.00010845707624969973	4.827315431281283e-05	0.0	5	0.3153588694682038	0.010556781691880074	0.005306603773584905	0.03288307973355356
Rhett	0.00010845707624969973	0.0025981501901727946	0.0	4	0.36646499567847884	0.00016797386588579305	0.0076650943396226415	0.028775761434950673
Hampton Yount	0.00010845707624969973	0.00018870708591104838	0.0	5	0.36741767764298094	0.00012493864235598305	0.006485849056603773	0.0036603806206951806
Eric Weinstein	0.00010845707624969973	0.00047000681132606175	0.0	5	0.32304761904761903	0.0	0.001768867924528302	0.011141166447734692
Erin Gibson	0.00010845707624969973	0.0002174504900397766	0.0	5	0.3426262626262626	4.894964236400009e-05	0.0029481132075471696	0.03229436390967016
Leah Remini	0.00010845707624969973	0.0007029546747811148	0.0	4	0.38249887235002256	0.00014763752480164433	0.008254716981132075	0.0009213544693381453
Brandie Posey	0.00010845707624969973	0.0004900790012946045	0.006128327572476919	5	0.32571538313808335	7.462168097026602e-08	0.0023584905660377358	0.007591250875692371
April Macie	0.0012399980866490139	0.00029976906739673915	0.0	5	0.3309268292682927	3.478648471164848e-05	0.0029481132075471696	0.007840690639458942
John Moore	0.00010845707624969973	0.0016726375433009305	0.0	5	0.3049811185038662	5.797666091538191e-09	0.001768867924528302	0.006690864220500403
Andy Richter	0.00010845707624969973	0.00012512850927691717	0.0	5	0.3212729683652207	7.744239771912307e-06	0.0023584905660377358	0.00879383821083164
Mary Sohn	0.00010845707624969973	0.0002648656714400064	0.0	6	0.22676828453001738	2.3780237731109656e-05	0.001768867924528302	4.0717415635172143e-05
Tim Gunn	0.00010845707624969973	0.0006612517439223102	0.0	5	0.2747448566337275	5.506552360570407e-06	0.001768867924528302	0.00107735381057614
Sam Richardson	0.00010845707624969973	0.0005864989185943968	0.0	6	0.2694629806164601	0.0005914635472477577	0.0047169811320754715	0.04213483016637454
Sam Roberts	0.00010845707624969973	0.0008024477466546914	0.0	5	0.3212729683652207	6.976835244114554e-06	0.001768867924528302	0.004393207883683279
Brian Regan	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.31407407407407406	2.7675371998490305e-05	0.0029481132075471696	0.007284917016470848
Haley O’Shaughnessy	0.00010845707624969973	0.00019521450100329016	0.0	5	0.3299610894941634	0.00034272839760615334	0.0023584905660377358	0.0036596009661568098
Kyle Kingsbury	0.00010845707624969973	0.0009229120467898327	0.0	5	0.3167725065371685	1.1463748130477965e-05	0.001768867924528302	0.009625932568662367
Alex Koll	0.00010845707624969973	0.001479351563088918	0.00525008713749217	5	0.3672585534863577	0.00334439595098671	0.0294811320754717	0.03672438541011727
Jason Mantzoukas	0.002332182783343422	0.00034196348638679665	0.0	5	0.3141904409040385	1.546044291076851e-08	0.001768867924528302	0.0068411453582238714
Ross Mathews	0.00010845707624969973	0.0007621591671770882	0.0	4	0.37899441340782125	0.00013187983002027764	0.006485849056603773	0.02868179668512346
Mary Mack	0.00010845707624969973	0.0004744989817678494	0.0	5	0.2993293328626897	6.665097196727039e-06	0.0029481132075471696	0.004035097528095656
Felicia Day	0.00010845707624969973	0.0007831398640770725	0.0	4	0.39570695286980867	0.0001274781886414018	0.007075471698113208	0.004303016641002155
Zeke Nicholson	0.00010845707624969973	0.00011443330976349789	0.0	5	0.3309268292682927	3.0653660485050576e-05	0.0023584905660377358	0.010846432346768279
Nick Mundy	0.00010845707624969973	0.0010975735759888314	0.0	5	0.3362410785091198	6.220276041889644e-07	0.0023584905660377358	0.022547371682088427
Ben Kronberg	0.00010845707624969973	8.8045242066224e-06	0.0	4	0.37447560167807464	9.404774503041289e-06	0.0029481132075471696	0.012972613627015113
the godfather	0.00010845707624969973	0.0002293565739897535	0.0020631858690711297	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.00015141512664143
Bill Maher	0.0029723742445318785	0.000509472592223517	0.0	4	0.3810379689957313	0.005349887277894816	0.03714622641509434	0.0485789725473456
Little Esther	0.00010845707624969973	0.0006400026510296825	0.0	5	0.33471482139332936	0.00022199883969789493	0.0047169811320754715	0.006936669452481245
Open Mike Eagle	0.00010845707624969973	0.0006330689676981915	0.0	5	0.31659510920291206	2.4736358947601793e-05	0.0023584905660377358	0.011876163530381218
Alex Blagg	0.00010845707624969973	0.0003232407562515891	0.0	4	0.3500515995872033	5.932084390815297e-05	0.0023584905660377358	0.007727521370384003
Rob Bell	0.00010845707624969973	0.0008970669326522336	0.0	5	0.3267822736030829	6.042194476351878e-06	0.0023584905660377358	0.012535432635977947
Brendon Burns	0.00010845707624969973	0.0009984938774401622	0.0	5	0.2873602168756354	1.0541211075523983e-08	0.001768867924528302	0.00264291851230911
Ken Reid	0.00010845707624969973	2.8980646297968133e-05	0.0	5	0.33564219275677815	2.047698784683248e-05	0.004127358490566038	0.018459929438689297
Malcolm Gladwell	0.00010845707624969973	0.0002564271781418799	0.0	5	0.3141322467123541	4.934183907692077e-09	0.001768867924528302	0.007988871288429853
Mickey Gall in studio	0.00010845707624969973	0.0012655086225272995	0.0	4	0.3627807486631016	0.020308894987942392	0.04186320754716981	0.01270909082997512
Andy Peters	0.00010845707624969973	0.0001775076808887442	0.0	5	0.34947455182361425	6.92475914348134e-05	0.0029481132075471696	0.010608070998577818
Gary Taubes	0.00010845707624969973	0.001042540973558023	0.001123691387486474	5	0.34318089842169164	2.2523038604524512e-05	0.0029481132075471696	0.011650770273876631
Tait Fletcher	0.002916321271017264	9.874483157998924e-05	0.0	5	0.33926785357071415	7.462168097026602e-08	0.001768867924528302	0.010172521576030514
Jena	0.00010845707624969973	0.0011408419836026152	0.0	5	0.34352845857808384	0.00018695208159835638	0.0023584905660377358	0.005617814881468365
Matt Goldich	0.00010845707624969973	0.001036883372430306	0.0	5	0.34345889023896314	8.68497146168046e-06	0.0023584905660377358	0.014013387261042275
Caleb Synan	0.00010845707624969973	0.0010252446594995238	0.0	5	0.3558539655895929	0.00012231663323896587	0.005896226415094339	0.02535066316148066
Shelby Fero	0.00010845707624969973	0.0022968520966949154	0.0	5	0.2946490618485059	0.0005138137364262135	0.001768867924528302	0.0007217395731735393
Ian Edwards	0.00010845707624969973	0.0002226679393542717	0.0	5	0.3158875023281803	1.458414581442079e-07	0.001768867924528302	0.0056394552475617
Scott Adams	0.00010845707624969973	0.0002568048648017422	0.0	5	0.3385229540918164	6.266203432488503e-07	0.0029481132075471696	0.019380907501231132
Mamrie Hart	0.00010845707624969973	0.0001220061551971891	0.0	5	0.3167725065371685	3.061343545573755e-08	0.0023584905660377358	0.0031665989601309475
Chris Geere	0.00010845707624969973	0.00017733010668898147	0.0	5	0.35518324607329843	0.0014342165014635802	0.014150943396226415	0.02546772654570605
George Wallace	0.00010845707624969973	0.0006260658593268508	0.0	5	0.29764829764829764	4.9530302152978854e-05	0.001768867924528302	0.0027198290432544426
Jade Catta-Preta	0.00010845707624969973	0.0005265450683492706	0.0	5	0.35894179894179895	2.2944273024928043e-05	0.0029481132075471696	0.0174053545449928
Pat Keane	0.00010845707624969973	0.000648922761467997	0.0	5	0.3383878691141261	4.2785302727845116e-05	0.003537735849056604	0.015921660076575413
Jessimae Peluso	0.00010845707624969973	3.433997166845657e-06	0.0	4	0.35496023440770197	2.2931109429463878e-05	0.003537735849056604	0.017412392989736625
Remy Ma	0.00010845707624969973	0.000726282078991138	0.0	4	0.39756211908110645	0.0012182383237130398	0.01061320754716981	0.043179844946368444
Ben Acker	0.00010845707624969973	0.0008078286392039499	0.0	5	0.32932038834951455	7.472578693543492e-05	0.003537735849056604	0.004204146120518838
Ryan Stout	0.00010845707624969973	0.0009824429890027736	0.0	5	0.32298609788611693	1.3618794535795678e-06	0.0023584905660377358	0.004935296854353051
Georgia Hardstark	0.00010845707624969973	0.001261228307168241	0.0	5	0.2888775336399251	6.369970542446087e-08	0.001768867924528302	0.0033735266498729263
Bryan Cook	0.00010845707624969973	0.0010952333429640275	0.0	5	0.3206049149338374	2.2232505528228118e-05	0.0023584905660377358	0.005369806467922565
Calise Hawkins	0.00010845707624969973	0.00027125266904667167	0.0	5	0.33537670555665416	5.836316695700074e-06	0.003537735849056604	0.01209079797334701
Charlie Murphy	0.00010845707624969973	0.0005480486515797991	0.0	5	0.3097716894977169	3.7204274384202293e-09	0.001768867924528302	0.00870982535488143
Gary Vider	0.00010845707624969973	0.00022270264022230098	0.0	5	0.33899660203877674	1.198232548760179e-05	0.004127358490566038	0.01375299686976685
EpicLLOYD	0.00010845707624969973	6.548834163824898e-05	0.0	6	0.22746781115879827	1.0852149243246652e-05	0.001768867924528302	4.794070084525805e-05
Perez Hilton	0.00010845707624969973	0.00023062244432041644	0.0	4	0.3537755527743012	1.532833386959893e-05	0.0029481132075471696	0.012346908273272436
Spencer Crittenden	0.00010845707624969973	0.00025635050615971773	0.0	5	0.33105602186219013	8.851804165944237e-06	0.004127358490566038	0.015459586001037156
Brian Grazer	0.00010845707624969973	0.0006048683921640361	0.0	4	0.33372687918142463	2.026232404497815e-05	0.004127358490566038	0.017330107689667213
Vanessa Ramos	0.00010845707624969973	0.000269611449677784	0.0	5	0.3390643742502999	7.921008727273093e-08	0.0029481132075471696	0.018511114283948152
Connie Britton	0.00010845707624969973	0.000742863198570269	0.0	5	0.334913112164297	7.921008727273093e-08	0.0023584905660377358	0.015700180652769673
Roy Wood Jr	0.00010845707624969973	9.78730850267276e-05	0.0	4	0.34234961647153817	0.00014848345749334733	0.0023584905660377358	0.006795876772153252
Lil Rel	0.00010845707624969973	6.563593843669073e-05	0.0	5	0.33060428849902534	4.36815173529071e-06	0.0023584905660377358	0.009820540187902804
J.K. Simmons	0.00010845707624969973	0.0006410770618497925	0.0	5	0.31700934579439255	6.372244022781049e-05	0.001768867924528302	0.00425658368506176
Nate Fernald	0.00010845707624969973	0.0020362412969333293	0.0	5	0.2917598486151729	2.135787241832461e-05	0.001768867924528302	0.0018762508678875753
Emily Maya Mills	0.00010845707624969973	0.000740280836480569	0.0	5	0.3135514882603069	2.3282329018725596e-05	0.0029481132075471696	0.006563178397125803
Ify Nwadiwe	0.00010845707624969973	4.0768062188977566e-05	0.0	5	0.3406990759341101	0.0001724727917404577	0.0023584905660377358	0.0042976875348597465
Jerry O’Connell	0.00010845707624969973	0.0005991857085200817	0.0	5	0.3375796178343949	0.00011646921966399759	0.003537735849056604	0.010833488620493437
Tom Green	0.00010845707624969973	0.0003118582923885318	0.0	5	0.332744751814793	2.0294657692642134e-05	0.001768867924528302	0.004521442601780383
Sasha Grey	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.32709739633558343	3.7204274384202293e-09	0.0023584905660377358	0.013027249194977959
Tate Frazier	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.3148904567396955	8.484389402251012e-09	0.001768867924528302	0.004414590377520272
The Ringer's Bill Simmons	0.00010845707624969973	0.0004545953673304164	0.0	5	0.27931488801054016	0.00033605041945180885	0.001768867924528302	0.0010368572157182351
Graham Linehan	0.00010845707624969973	0.00015048744706596637	0.0	5	0.3581081081081081	1.4855893467321576e-06	0.004127358490566038	0.02289473311487047
John Tole	0.00010845707624969973	0.00028733923727133264	0.0	5	0.3753873395307658	0.0002464354163111299	0.006485849056603773	0.03200433138290889
Carl Reiner	0.00010845707624969973	0.0025003339070694764	0.0	5	0.3205443205443205	1.786983211265983e-05	0.0023584905660377358	0.01065070553523513
Chris Fairbanks	0.00010845707624969973	0.0007870714329603736	0.0022221518542249402	5	0.3606975754997873	4.965648129196471e-05	0.005306603773584905	0.023057175149881853
Doug Stanhope	0.004229027190404021	5.415360704701646e-05	0.0	5	0.3602378929481733	0.0	0.001768867924528302	0.01020897025651933
Kurt Metzger	0.0024075338580944092	1.793214008747476e-05	0.0	4	0.34415584415584416	1.754053637617525e-06	0.001768867924528302	0.007208052509258015
Kara Swisher	0.00010845707624969973	0.00014763798496192988	0.0	5	0.2946490618485059	6.32472664531439e-08	0.0023584905660377358	0.00015141512664143
Ari Melber	0.00010845707624969973	0.001152833060472353	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.00015141512664143
Wheeler Walker Jr.	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.3176624836111631	3.82369991201512e-06	0.001768867924528302	0.0076783589359189055
Isaiah Thomas	0.00010845707624969973	0.00022142421501063304	0.00084492418365034	5	0.2868256384238119	0.0	0.001768867924528302	0.00359759677416781
Dan Harris	0.0015449640036531258	9.000217909407465e-05	0.0	5	0.31671335200746964	6.136608666077328e-05	0.001768867924528302	0.004293534918652806
Robert Townsend	0.00010845707624969973	0.00028022462659233307	0.0	4	0.375803235098604	0.0001737742038791794	0.00884433962264151	0.04137297626471432
James Van Der Beek	0.00010845707624969973	0.004112067624014409	0.005749098935150387	5	0.3602378929481733	0.001574078446887437	0.012382075471698112	0.021765884409751968
Moshe Kasher	0.001785233499452323	1.1192616456760285e-05	0.0	4	0.39812206572769954	0.014193150743971284	0.045990566037735846	0.049189110007211136
Anderson .Paak	0.00010845707624969973	0.00030004206627534685	0.0	5	0.28877915886259153	1.3971218948823436e-05	0.001768867924528302	0.0005894568709868257
Ethan Hawke	0.00010845707624969973	0.001059559642780186	0.0	5	0.29948790393784214	0.00021572585550858753	0.001768867924528302	0.0022262596803567245
Henry Zebrowski	0.00010845707624969973	0.000139731239486711	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.021789221107337064
Jeremy Piven	0.00010845707624969973	0.0003074918708344579	0.0	4	0.35712781638239627	0.0048737652074354945	0.015919811320754717	0.00015141512664143
Chuck Liddell	0.00010845707624969973	0.0006657144929005393	0.0	5	0.35600335852225024	0.008409531467412844	0.033608490566037735	0.007377029684518201
Quinta Brunson	0.00010845707624969973	0.00029928889983007524	0.0	5	0.3208475217555808	1.183883538078e-05	0.0023584905660377358	0.003726198837146544
Lake Bell	0.00010845707624969973	0.0007133922413435352	0.0	5	0.33865814696485624	4.788260030300969e-05	0.001768867924528302	0.0051906458312401494
Bob Saget	0.00010845707624969973	0.0003653080531280543	0.0	4	0.4435146443514644	0.030817617606545337	0.05955188679245283	0.0971028369217379
Stephen Tobolowsky	0.00010845707624969973	0.00015389904886932304	0.0	6	0.25275707898658717	1.5878956976578676e-05	0.001768867924528302	0.00017349178840887113
Adam Lisagor	0.00010845707624969973	0.0002564271781418799	0.0	5	0.33557578155916107	0.00011509214880510664	0.0023584905660377358	0.004663056651844476
The Fight Nanny	0.00010845707624969973	0.0007978134055687824	0.0	5	0.3078039927404719	1.9216012343546654e-06	0.0023584905660377358	0.012360663934434853
Dov Davidoff	0.00010845707624969973	3.551706844460604e-05	0.0	5	0.29444444444444445	8.806581404868138e-09	0.001768867924528302	0.019390899931509636
Amy Chua	0.00010845707624969973	0.0008135686629932481	0.0	5	0.3261538461538461	0.00016011216497944063	0.0023584905660377358	0.003561827842185679
Blake Wexler	0.00010845707624969973	0.0010818372979354855	0.0	5	0.318557475582269	0.0003789207446150719	0.001768867924528302	0.0062661057330859376
Liz Miele	0.00010845707624969973	0.001699514469535937	0.0	5	0.32989690721649484	3.8465615856450816e-05	0.0023584905660377358	0.009197654703574611
Chris D'Elia	0.00010845707624969973	3.6241133617883116e-05	0.0	4	0.3694184273578741	0.0011065163809166419	0.007075471698113208	0.005220703039588935
