	pr	hub	auth	eccentricity	closeness	betweenness	degree_cen	eigen
the head coach	0.00010845707624969973	0.00040437298076753485	0.0	4	0.3646527628466996	0.04221406894497368	0.017099056603773585	0.002377533998568095
Jonathan Kite	0.00010845707624969973	0.0002506437929547331	0.0	5	0.32830042586140146	1.9521242915098662e-05	0.0029481132075471696	0.00264291851230911
Betsy Sodaro	0.00010845707624969973	0.000502619454464838	0.0	5	0.314248656661108	7.864656621019949e-05	0.004127358490566038	0.00264291851230911
Hal Lublin	0.00010845707624969973	0.00029120876282493543	0.0	5	0.32868217054263565	1.195257612585568e-06	0.0029481132075471696	0.02674736798010642
Terry Crews	0.00010845707624969973	3.9453653560064205e-05	0.0	5	0.29948790393784214	9.768422329916068e-06	0.001768867924528302	0.0051973772958709055
Janice Dickinson	0.00010845707624969973	2.4840816586901975e-05	0.0	5	0.2873602168756354	1.0541211075523983e-08	0.001768867924528302	0.00015141512664143
Joe De Sena	0.00010845707624969973	1.997385464659028e-05	0.0	5	0.2873602168756354	1.0541211075523983e-08	0.001768867924528302	0.0079157968263621
Daniel Pink	0.00010845707624969973	0.0	0.004343451562448932	4	0.3701440419030991	0.009136773166905343	0.030660377358490566	0.007175651209581521
Sam Jones	0.0017995442923394885	3.340105749746122e-05	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.008586408324193964
Greg Grunberg	0.00010845707624969973	0.0001971659946591091	0.0	5	0.345347179800448	2.0646789267010386e-05	0.0023584905660377358	0.004884693281083959
John Brenkus	0.00010845707624969973	0.0	0.0014118406245208477	5	0.31136405360749037	2.003874768740032e-06	0.003537735849056604	0.0011292966893147686
Meghna Chakrabarti	0.0008310339897838317	0.0001095405646824032	0.0	5	0.32066553223671773	5.192992363716278e-06	0.001768867924528302	0.0007921277554595226
Steve Gillespie	0.00010845707624969973	8.8045242066224e-06	0.0	4	0.34352845857808384	0.00021233664532982382	0.0023584905660377358	0.0005982450710375285
Adrian Wojnarowski	0.00010845707624969973	0.00047738508615453087	0.0	5	0.2807482204932958	1.8368061681124205e-05	0.001768867924528302	0.02114936677325977
Rachel Feinstein	0.00010845707624969973	0.0007029546747811148	0.0	5	0.2864381016720149	0.0	0.001768867924528302	0.0014903403899196935
Brodie Reed	0.00010845707624969973	0.00018978293298321734	0.0008964461728161751	5	0.2821024617431803	3.656622241677441e-05	0.001768867924528302	0.005199403610985032
Steven Crowder	0.004212800999017886	0.00010203110172093042	0.0	5	0.3581081081081081	0.007366302964193073	0.03714622641509434	0.007896251262870706
Bob Khosravi	0.00010845707624969973	0.0002700524977647782	0.0	5	0.29603770291499387	7.407735379645385e-06	0.001768867924528302	0.0032458834027725893
Alex Grey	0.00010845707624969973	0.0002856320605809704	0.0	5	0.30361618331543144	3.4954167522236376e-05	0.0029481132075471696	0.00015141512664143
Mayim Bialik	0.00010845707624969973	7.747069775168618e-05	0.0	5	0.32102971796327845	0.00010882783055223547	0.0023584905660377358	0.008294268289467664
Dan Ariely	0.00010845707624969973	2.1292565829713608e-05	0.0	5	0.29806678383128293	1.51243463257518e-08	0.001768867924528302	0.009625932568662367
Andrew Sullivan	0.00010845707624969973	0.000614688261041632	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.006956815201158642
Jonah Keri	0.00010845707624969973	0.00034193537241073704	0.0	5	0.3214556482183472	7.54731312206125e-06	0.0029481132075471696	0.002992305792113737
Ian Fidance	0.00010845707624969973	0.00013211106127973486	0.0	5	0.3162998881014547	6.401391413398005e-06	0.001768867924528302	0.005341703767327417
Sharon Salzberg	0.00010845707624969973	0.00033447221269816316	0.0	5	0.3293843464750437	0.0020862596123020598	0.014150943396226415	0.004990893104706361
Daniele Bolelli	0.00010845707624969973	0.002396921373039456	0.0023090076591305107	5	0.2972309849281458	7.239810900160632e-06	0.001768867924528302	0.0023762694321627846
Matt Besser	0.003424044843006387	0.0003597525753766448	0.0	5	0.3259657889679031	0.0	0.001768867924528302	0.00047730973027934213
Amir	0.00010845707624969973	0.0016705843394283835	0.0	4	0.34097305991154003	2.100822145131417e-05	0.001768867924528302	0.010383262513524515
Byron Bowers	0.00010845707624969973	0.000315174630379184	0.0	5	0.31326191355744365	0.0008513349975904348	0.0023584905660377358	0.006599264434173739
Adam Scott	0.00010845707624969973	0.0	0.00016237302318612283	5	0.28000660392933796	7.599023071785654e-06	0.001768867924528302	0.003522249005792204
Chris Vernon	0.0012542069138911664	0.00028387098576249293	0.0	5	0.3436676798378926	5.176576435875763e-06	0.001768867924528302	0.0067728204359872824
Phil Hanley	0.00010845707624969973	0.0022050740028312374	0.0	5	0.3208475217555808	1.0847807904151785e-05	0.001768867924528302	0.051137227979346535
Adam Carolla	0.00010845707624969973	0.00034635809948965583	0.0	5	0.31547619047619047	0.00011467939234529401	0.0047169811320754715	0.007803868448555448
Mike Vecchione	0.00010845707624969973	0.002377354145730353	0.0	5	0.3315089913995309	0.0007389857007727559	0.005306603773584905	0.029476620285889953
Ian Karmel	0.00010845707624969973	0.0010880790149524846	0.0003512324362000927	5	0.38916934373565853	0.009262210064441652	0.030660377358490566	0.007151776521445921
Jay Mohr	0.000159015262327419	0.0009140939912001278	0.0	5	0.30023012922641173	2.5659608854523493e-05	0.0023584905660377358	0.003555267918407484
Demi Adejuyigbe	0.00010845707624969973	0.0003521275102893573	0.0	4	0.3729111697449428	0.00017564181675581246	0.005896226415094339	0.009443830233217067
Motion City Soundtrack	0.00010845707624969973	0.0005161776023147344	0.0	5	0.3227402473834443	2.451395257066756e-06	0.0023584905660377358	0.0042460872254758844
Mike Catherwood	0.00010845707624969973	8.253931383384112e-05	0.0	5	0.289419795221843	0.010579829763959782	0.04363207547169811	0.040025878866186596
Jack	0.00010845707624969973	0.0002518919248883926	0.0	4	0.35939817757999576	0.00017186284285586114	0.004127358490566038	0.006368444916490061
John Oliver	0.00010845707624969973	0.00027837370964746373	0.0	5	0.30296534476598785	4.8245441028280105e-06	0.001768867924528302	0.04007702869024192
Steven Kotler	0.00010845707624969973	0.0004530635844408422	0.0	4	0.41115151515151516	0.0066486366772597495	0.011792452830188678	0.020665265805659572
Simon Rex	0.00010845707624969973	0.00037821392353091246	0.0	5	0.3078039927404719	1.9216012343546654e-06	0.0023584905660377358	0.016138677260366142
Dan Naturman	0.00010845707624969973	0.00019901752215959533	0.0	5	0.30669077757685353	5.597220728461691e-06	0.001768867924528302	0.007339424076484118
Alex Jones	0.00010845707624969973	3.8723702341759975e-05	0.0	4	0.37680515441013107	2.0897379734142195e-05	0.007075471698113208	0.010459146048594986
Carson Kressley	0.00010845707624969973	0.0002490775306667318	0.0	5	0.36054421768707484	0.0001342208219558468	0.005896226415094339	0.0017837385075758294
Josh Groban	0.00010845707624969973	0.0007005697890567296	0.0	5	0.3548117154811716	2.4538822700673582e-05	0.004127358490566038	0.00477040535858024
Samantha Ruddy	0.00010845707624969973	0.0	0.0001362005849677941	5	0.33737815794708576	0.0	0.001768867924528302	0.005300530927652792
John Gruber	0.0002873554978871265	0.0006532075813634008	0.0	5	0.33798326026305303	3.8124056064816262e-06	0.0023584905660377358	0.00914758141267538
Nick Hornby	0.00010845707624969973	0.0002128821680096845	0.0	5	0.28609986504723345	1.13630806142616e-05	0.001768867924528302	0.006881743313623436
Steven Pinker	0.00010845707624969973	1.4326511606202816e-05	0.0	5	0.33202819107282694	6.271983048824728e-05	0.001768867924528302	0.03485056133647721
Yanis Varoufakis	0.00010845707624969973	0.0008813466626181632	0.0	5	0.33209320540434695	8.312353459815662e-05	0.0023584905660377358	0.0005722167268060749
Rob Delaney	0.00010845707624969973	0.0005736734604004389	0.0	5	0.3346487766377269	6.759735732195283e-05	0.0029481132075471696	0.004404500830821363
Bill Corbett	0.00010845707624969973	0.0005323984821873631	0.0	5	0.32609113631993847	9.44588076739355e-06	0.0023584905660377358	0.009956835393227715
Abbi Jacobson	0.00010845707624969973	0.0005075248580075094	0.0	4	0.3734037868780273	6.910493561361688e-05	0.007075471698113208	0.0004954513170104855
Ryan Perez	0.00010845707624969973	0.00035449478047557323	0.0	5	0.26616446955430006	1.4749493539174115e-06	0.001768867924528302	0.010072750161013567
Jay Duplass	0.00010845707624969973	0.0008815913766158671	0.0	5	0.33737815794708576	6.721419407899006e-05	0.0023584905660377358	0.0037533183790367393
Kate Micucci	0.00010845707624969973	0.000659006158316446	0.0	5	0.31606410734252705	7.5861749458454155e-06	0.0023584905660377358	0.00044918055929075225
Tom Arnold	0.00010845707624969973	0.0004921432257205482	0.0	6	0.247446746425445	4.670360457764025e-06	0.0023584905660377358	0.01508573076434427
Danny McBride	0.00010845707624969973	0.0014305762457022546	0.0	4	0.3488994034149352	7.462168097026602e-08	0.001768867924528302	0.009811473113098738
Maz Jobrani	0.00010845707624969973	0.00012603989730147278	0.0	5	0.3275395905755118	4.7885856051770553e-05	0.0023584905660377358	0.01034782001704563
Dino Stamatopoulos	0.00010845707624969973	4.082062842288324e-06	0.0	5	0.2755931101722457	2.3251357530651892e-05	0.001768867924528302	0.008137825644309121
James Randi	0.00010845707624969973	0.0005385659207901819	0.0	5	0.35407098121085595	6.299736201804146e-05	0.004127358490566038	0.0062426301905851205
Sara Weinshenk	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.3208475217555808	4.2596135380454694e-05	0.003537735849056604	0.01714811945262077
recently departed ESPNer Tom Haberstroh	0.00010845707624969973	4.47583424787746e-05	0.0	5	0.3504132231404959	7.706838943438796e-05	0.003537735849056604	0.01124988332988024
Georges St-Pierre	0.00010845707624969973	0.0002990522021018039	0.0	5	0.31471516051215437	8.516289204578999e-08	0.0023584905660377358	0.007569309958125355
Donald Cerrone	0.00010845707624969973	0.0009787049575597352	0.0	5	0.34097305991154003	1.2019604862900555e-05	0.001768867924528302	0.027447038567365543
Lachlan Patterson	0.00010845707624969973	0.0006330689676981915	0.0	5	0.36000849076629166	0.00024249473055712226	0.0047169811320754715	0.004911565902011888
Alie Ward	0.00010845707624969973	4.827315431281283e-05	0.0	5	0.33372687918142463	6.389690196192424e-05	0.0029481132075471696	5.439797856951122e-05
Markiplier	0.00010845707624969973	0.0003013086529396696	0.0	4	0.3506305561298325	2.254343059320308e-05	0.001768867924528302	0.009896955287262806
Samm Levine	0.00010845707624969973	0.00028022462659233307	0.0	5	0.3550345405065941	8.478457630173356e-05	0.0076650943396226415	0.00015141512664143
Rob Burnett	0.00010845707624969973	0.0002115587862303635	0.0	5	0.3115356355620867	6.994972395990015e-06	0.0023584905660377358	0.0016765248561104878
Dominick Cruz	0.00010845707624969973	0.0016820963923245551	0.0031781518100907256	6	0.22616348846512868	5.351691776804484e-08	0.001768867924528302	0.006128270124370694
Kulap Vilaysack	0.0011169135440997834	0.0004160760470086475	0.0	5	0.34359805510534847	0.0	0.001768867924528302	0.018441682004743894
Richie Keen	0.00010845707624969973	0.0008080713834775347	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.010172521576030514
Susan Burke	0.00010845707624969973	0.0002525688127881556	0.0	5	0.2972309849281458	7.780565334610497e-07	0.001768867924528302	0.00107735381057614
Jay Leno	0.00010845707624969973	0.0005178028677072608	0.0	5	0.32304761904761903	8.806581404868138e-09	0.001768867924528302	0.006251427149596373
Raven	0.00010845707624969973	0.0006703443609344816	0.0049770347111438165	5	0.33557578155916107	5.0304493464121546e-05	0.005306603773584905	0.0051906458312401494
Nick Wiger	0.007076864425490489	0.00019059303081761956	0.0	5	0.33926785357071415	7.462168097026602e-08	0.001768867924528302	0.010485174897900938
Gary Johnson	0.00010845707624969973	0.00035057981707111493	0.0	5	0.2747448566337275	5.506552360570407e-06	0.001768867924528302	0.0045193428491043545
Eddie Bravo	0.00010845707624969973	0.0010061498394779817	0.0	5	0.3247797778628878	6.278068396594213e-05	0.0029481132075471696	0.04650356024780571
Hasan Minhaj	0.00010845707624969973	0.00022390426168903744	0.0	5	0.33865814696485624	4.788260030300969e-05	0.001768867924528302	0.00015141512664143
Dana White	0.00010845707624969973	0.0009229120467898327	0.0	5	0.3473986071282261	1.1264947953695481e-05	0.0023584905660377358	0.012472293568722866
Abbi Crutchfield	0.00010845707624969973	0.0008237408841662144	0.0	4	0.3810379689957313	0.0028533949920176867	0.023584905660377357	0.004733627179093534
Chip Pope	0.00010845707624969973	0.0003501277314321913	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.00810189689369655
Chris Gore	0.00010845707624969973	0.0004719352227147715	0.0	5	0.324407039020658	3.5368057749826654e-05	0.003537735849056604	0.033943564703033335
Danny Tamberelli	0.00010845707624969973	0.0008384429200559722	0.0	5	0.3390643742502999	0.00011998909637289646	0.0023584905660377358	0.003753973641239935
Aisling Bea	0.00010845707624969973	5.2237823615270604e-05	0.0	5	0.31239638975870326	0.00014330863896025553	0.0023584905660377358	0.0033157958609698877
Cub Swanson	0.00010845707624969973	0.00023405132484893905	0.0	5	0.3660695014029786	0.00839061446828138	0.039504716981132074	0.0075887296598587655
Mike Carano	0.00010845707624969973	8.053586465850913e-06	0.001789492270525937	5	0.32584053794428436	0.0	0.001768867924528302	0.017601957020886443
Michelle Visage	0.0019621373110680993	0.00010196997078124617	0.0	5	0.3250287466462246	0.0002469842566981849	0.001768867924528302	0.004703781302334041
Ana Ortiz	0.00010845707624969973	0.0011072230014371705	0.0	4	0.36131231359181937	0.00013715225978216104	0.0047169811320754715	0.004633761017457405
Kevin Pollak	0.00010845707624969973	0.0005446944682374416	0.0	5	0.33105602186219013	0.0002760255718820668	0.0029481132075471696	0.013834121449581616
Tawny Newsome	0.00010845707624969973	0.0002829882202426089	0.0	5	0.33557578155916107	1.2650746439896185e-05	0.001768867924528302	0.012421596473737388
Sam Rockwell	0.00010845707624969973	0.0021545070088752425	0.008088230516727626	5	0.3219438116932422	1.0386072394003112e-08	0.0023584905660377358	0.007984812106794565
Bryan Callen	0.005440804798089399	0.0001432557504569731	0.0	5	0.34008421896932023	4.588406302464923e-09	0.001768867924528302	0.009810091052476475
Erinn Hayes	0.00010845707624969973	0.0009081991221400659	0.0	5	0.3239732569245463	5.806365302432012e-06	0.0023584905660377358	0.015238151892093446
Glenn Wool	0.00010845707624969973	0.0007220633987837157	0.0	5	0.33079773746830504	3.1417897047194296e-06	0.0023584905660377358	0.004543463067684288
Steve Hernandez	0.00010845707624969973	0.0005905899629386914	0.0	5	0.3399478853477651	0.00010952245082465854	0.004127358490566038	0.007888222351764796
Andy Samberg	0.00010845707624969973	3.8723702341759975e-05	0.0	5	0.3006559120723276	5.613833916667318e-06	0.001768867924528302	0.0028070946318467294
Cheyenne Jackson	0.00010845707624969973	0.0005597553488128882	0.0	5	0.32109049602423323	4.211512160834346e-08	0.001768867924528302	0.020809683028305735
Lisa Hanawalt	0.00010845707624969973	0.0001220061551971891	0.0	5	0.3399478853477651	0.005058926362788305	0.027712264150943394	0.010728362711961427
Starlee Kine	0.00010845707624969973	0.0009505962026099466	0.0	5	0.29780509218612816	9.688924678621563e-06	0.001768867924528302	0.004380973394803247
Jon Dore	0.00010845707624969973	0.0006674091079835859	0.0	4	0.3676566225883373	0.000465627410493685	0.006485849056603773	0.07022786451955197
Dean Edwards	0.00010845707624969973	0.00011385509908184619	0.0	5	0.3216995447647951	2.2904656862958143e-05	0.003537735849056604	0.00015141512664143
Russell Simmons	0.00010845707624969973	0.0003083570933538565	0.0	5	0.3326142380858992	1.8514565322982406e-05	0.001768867924528302	0.043315099001134956
Keith Robinson	0.00010845707624969973	0.0019335617572367868	0.0	4	0.4083794847098483	0.012513321391820483	0.048938679245283015	0.013593893945545724
Brad Williams	0.00010845707624969973	8.8045242066224e-06	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.01099628335025695
Houston Rockets general manager Daryl Morey	0.00010845707624969973	1.1192616456760285e-05	0.0	5	0.3817240603196039	0.0004870241560136596	0.008254716981132075	0.0009384384496336007
21 Savage	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.33202819107282694	3.7378482816733e-05	0.003537735849056604	0.010387923155481588
The Vertical's Chris Mannix	0.00010845707624969973	1.1192616456760285e-05	0.0	5	0.32559032443847186	4.588406302464923e-09	0.001768867924528302	0.0005722167268060749
DJ Khaled	0.00010845707624969973	0.0015067466432386926	0.0031781518100907256	4	0.361929150661545	0.0003303910268620771	0.0023584905660377358	0.0033735266498729263
Howard Kremer	0.0011169135440997834	0.00048096681059029393	0.0	5	0.26616446955430006	1.4749493539174115e-06	0.001768867924528302	0.015332621568111523
Blake Griffin	0.00010845707624969973	0.0003891234004341462	0.0	4	0.3599320882852292	0.0003540650351804708	0.0029481132075471696	0.013107906532290275
Lenny Marcus	0.00010845707624969973	0.0007763659786136752	0.0	5	0.2888775336399251	6.369970542446087e-08	0.001768867924528302	0.004119847505677648
Andy Erikson	0.00010845707624969973	2.624449745986277e-05	0.0	5	0.3491148620831618	1.7324689100912087e-05	0.0029481132075471696	0.007295629840900169
Fareed Zakaria	0.00010845707624969973	8.591167227066604e-05	0.0	5	0.3332023575638507	3.857635749690941e-05	0.003537735849056604	0.035485994776022156
Jason Concepcion	0.00010845707624969973	4.0567154609048986e-05	0.0	4	0.32684524956639044	0.000489489707193041	0.0029481132075471696	0.00015141512664143
G-Eazy	0.00010845707624969973	0.0002857818607952069	0.0	5	0.3297045101088647	2.8587071370324384e-05	0.0029481132075471696	0.00017349178840887113
Rob Riggle	0.00010845707624969973	0.0008264033672269654	0.0	4	0.37680515441013107	7.176810350393481e-05	0.0076650943396226415	0.00015141512664143
Gina Yashere	0.00010845707624969973	0.0005597553488128882	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.00017349178840887113
Griffin McElroy	0.00010845707624969973	1.982897914806192e-05	0.0	6	0.25275707898658717	1.5878956976578676e-05	0.001768867924528302	0.04061236043145796
Lawrence O'Donnell	0.00010845707624969973	0.0006638235806400254	0.0	5	0.3215165876777251	2.2126765255948668e-05	0.0023584905660377358	0.0014075771071359279
"""Big"" Jay Oakerson"	0.00010845707624969973	4.670382044187275e-05	0.0	6	0.25275707898658717	1.5878956976578676e-05	0.001768867924528302	0.006579444268362319
Charlamagne Tha God	0.00010845707624969973	0.0	0.0007211175066437515	4	0.37680515441013107	0.002192108294040218	0.01945754716981132	0.012340552749033428
Hemant Mehta	0.00022745971394340535	0.0015163390475960042	0.0	5	0.32565284178187404	1.3418573309943089e-08	0.0023584905660377358	0.0006636192296283672
Nick Kroll	0.00010845707624969973	0.000644342835621214	0.0	5	0.3119367298142358	5.797666091538191e-09	0.001768867924528302	0.0017695606723777786
Jamie Kilstein	0.00010845707624969973	0.0002564271781418799	0.0	5	0.3286184847897694	1.0915297004772596e-05	0.0023584905660377358	0.0015519403121771913
Bret Ernst in studio	0.00010845707624969973	0.0007128688727145395	0.0	5	0.28214939277990353	1.4439033355786037e-05	0.0023584905660377358	0.0421870860626891
Stassi Schroeder	0.00010845707624969973	6.761357995249631e-05	0.0	6	0.2812137290664898	0.004021018970584272	0.005306603773584905	0.012487115362607137
Viggo Mortensen	0.00010845707624969973	0.0005996195659770077	0.0	5	0.29796205200281095	0.00023857147156106142	0.0023584905660377358	0.010306034112616094
Murray Valeriano	0.00010845707624969973	0.0006857079403306501	0.0	5	0.3599320882852292	0.003830604765518989	0.02830188679245283	0.0011711601010589328
Brent Morin	0.00010845707624969973	0.0006174404712177351	0.007399634633635669	5	0.3367752184273233	6.682461428249046e-05	0.0029481132075471696	0.010741158780988502
Dom Irrera	0.0011035307832826787	8.8045242066224e-06	0.0	5	0.32571538313808335	7.462168097026602e-08	0.0023584905660377358	0.0018194807547440913
Jared Dudley	0.00010845707624969973	0.0005037437584294851	0.0	5	0.3045977011494253	0.00014375953763922917	0.001768867924528302	0.0027683989823553096
Kevin McDonald	0.00010845707624969973	0.0001928218780870348	0.0005041366231386868	5	0.33710991850526734	1.3916407009308689e-05	0.001768867924528302	0.028715526869190496
Stefan Molyneux	0.0008697007020218169	0.00028280821736301214	0.0	5	0.3068017366136035	0.0005639090828478964	0.003537735849056604	0.01253926512293331
Carl Tart	0.00010845707624969973	0.00021928867238525958	0.0	5	0.30646910010842066	0.0020574070627414264	0.006485849056603773	0.0056394552475617
Dave Juskow	0.00010845707624969973	0.00035999446954978565	0.0	4	0.3835368611488014	0.0006918598163553558	0.009433962264150943	0.011291170126808506
Carlos Condit	0.00010845707624969973	0.0028357630520644953	0.0	5	0.3471852610030706	0.00015171313130750528	0.0047169811320754715	0.0010572110502900097
Mike Lawrence	0.00010845707624969973	0.00017194002473385676	0.0	5	0.3158875023281803	1.458414581442079e-07	0.001768867924528302	0.0109839834671403
Whitney Miller	0.00010845707624969973	7.382388699382193e-05	0.0	5	0.34555827220863894	2.0488391003601334e-05	0.001768867924528302	0.01182229577219499
Colleen Ballinger	0.00010845707624969973	0.002057261610401282	0.0	5	0.2802842505371013	7.88031702871541e-05	0.001768867924528302	0.044389706504193174
Nick Youssef	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.32	1.884477376417203e-08	0.0029481132075471696	0.00015141512664143
Roy Hibbert	0.00010845707624969973	7.499535272370122e-05	0.0	4	0.3235406333460511	0.00011067958739300278	0.001768867924528302	0.00811147088587766
John C. McGinley	0.00010845707624969973	0.0009726547096851418	0.0	4	0.3725016472655392	0.0035950657608238117	0.0347877358490566	0.005482606498863433
Brian Moses	0.00010845707624969973	7.818423179339334e-05	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.007425036907693127
Tim Burton	0.00010845707624969973	2.209100970210334e-05	0.0	5	0.3324186593492748	1.1777850203101124e-05	0.001768867924528302	0.012526355837536281
Jack Canfield	0.00010845707624969973	0.0001220061551971891	0.0	5	0.3254029163468918	0.0009433332027316082	0.011202830188679245	0.008667770007294311
Jordan Firstman	0.00010845707624969973	1.4004402765893728e-05	0.00016237302318612283	5	0.31033851784080513	1.845008901464534e-05	0.004127358490566038	0.04746573835228256
Juliet Litman	0.0012542069138911664	0.0002675341174706304	0.0	5	0.3001769911504425	2.2184321116421275e-07	0.001768867924528302	0.004202102982489816
Dennis Mckenna	0.00010845707624969973	0.00011787919105302269	0.0	5	0.32932038834951455	9.3615701814327e-06	0.004127358490566038	0.0014075771071359279
Leah Mansfield	0.00010845707624969973	0.0002707636137379171	0.0	5	0.3829306841273425	4.763777836264851e-05	0.008254716981132075	0.037789665192071865
Noël Wells	0.00010845707624969973	0.0	0.003427793495016875	5	0.29996462681287583	6.0002543800674005e-05	0.0029481132075471696	0.00015141512664143
Josh Horowitz	0.0014389485512679738	0.0008798880446713496	0.0	5	0.28098078197481774	4.064973483217056e-05	0.0023584905660377358	0.0019202351564467524
Mike Schmidt	0.00010845707624969973	0.0003118582923885318	0.0	4	0.38086683134965194	0.00030456437105669146	0.009433962264150943	0.01842212925277522
Deon Cole	0.00010845707624969973	0.00011524618982459673	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.001105198355330698
Lamar Woods	0.00010845707624969973	3.850915098926298e-06	0.0	5	0.2968148407420371	9.448650243912621e-05	0.001768867924528302	0.0003983673493391046
Robin Hanson	0.00010845707624969973	0.0001432557504569731	0.0	5	0.3319632021922098	2.0072279876131803e-06	0.0047169811320754715	0.02045944300476573
Molly Hawkey	0.00010845707624969973	0.00042205790226680753	0.0	6	0.2667925121912852	6.858784395517926e-06	0.001768867924528302	0.0009384384496336007
Chris Sullivan	0.00010845707624969973	0.0007330495661487242	0.0	5	0.26839689824339297	6.352831301182209e-05	0.001768867924528302	0.005190666082833126
Harris Wittels	0.00010845707624969973	0.00018019811535236252	0.0	5	0.2888775336399251	6.369970542446087e-08	0.001768867924528302	0.0031374167470115642
Derek Waters	0.00010845707624969973	0.0006442737084924636	0.0	5	0.289419795221843	0.010579829763959782	0.04363207547169811	0.005113032210032251
Jeff Garlin	0.00010845707624969973	0.00043041770994346583	0.009865620866525223	5	0.32722361566660235	6.05953613579333e-06	0.001768867924528302	0.0005127362640413867
Dave Shumka	0.0035234406035075296	0.00018274237792878108	0.0	5	0.29459788084071564	1.6197700065884465e-06	0.001768867924528302	0.015449738404910174
Mark McGrath	0.00010845707624969973	0.001256744709163078	0.0	5	0.32900096993210476	0.0001656201838369901	0.0023584905660377358	0.007208052509258015
Chris Porter	0.00010845707624969973	6.513559084067622e-05	0.0	5	0.33832036704568125	0.004036289001201016	0.0347877358490566	0.00016544814781618497
Arianna Huffington	0.00010845707624969973	6.349966933124791e-05	0.0	4	0.366544197103955	0.0001579274313906172	0.003537735849056604	0.003291793014525966
Mitchell Davis	0.00010845707624969973	0.001463352981664153	0.0	4	0.34415584415584416	1.754053637617525e-06	0.001768867924528302	0.008462470435828049
Russell Peters	0.00010845707624969973	9.750808970125081e-05	0.0	5	0.2613653875789798	5.003260463100654e-05	0.001768867924528302	0.013428106392117804
Riff Raff	0.00010845707624969973	8.8045242066224e-06	0.0	5	0.2946490618485059	6.32472664531439e-08	0.0023584905660377358	0.0065743772466512465
Andrew Sharp	0.00010845707624969973	0.0009724888352382857	0.0	5	0.31256911168448215	4.934183907692077e-09	0.001768867924528302	0.01103105373564576
Mike Bridenstine	0.00010845707624969973	8.824224299608129e-05	0.0	5	0.355779316131739	2.254892558841326e-06	0.0023584905660377358	0.05212909260540594
Asa Akira	0.00010845707624969973	5.159765948426032e-05	0.0	5	0.3292564550572704	1.6844276571445636e-05	0.0029481132075471696	0.014759165404632246
Mark Manson	0.00010845707624969973	0.0005075248580075094	0.0	4	0.35909379631590094	0.00011779516370183848	0.0023584905660377358	0.004762787176549256
Tim Kalpakis	0.00010845707624969973	0.0007317645801912093	0.0	4	0.37848694487837536	0.0053453658509340285	0.036556603773584904	0.02346336646431784
Nick Vatterott	0.00010845707624969973	0.0007910848204237869	0.0	5	0.3462637811351572	7.013469320976928e-06	0.0023584905660377358	0.00144158163966875
Louie Anderson	0.00010845707624969973	2.088856902044125e-05	0.0	5	0.29975256274301876	2.2590807824910924e-06	0.0023584905660377358	0.001888738648353547
Chris Anderson	0.00010845707624969973	0.00018974598809279975	0.0	5	0.35510887772194305	1.6682729566806027e-05	0.005306603773584905	0.03106301449416069
Megan Phelps-Roper	0.00010845707624969973	0.00034635809948965583	0.0	4	0.3604675876726886	0.0004499350269614219	0.0029481132075471696	0.0037928180555324613
Mike Cannon	0.00010845707624969973	0.0002564271781418799	0.0	5	0.2958827634333566	1.2649453290628778e-08	0.001768867924528302	0.00015141512664143
Benefits	0.00010845707624969973	0.00010424373000208393	0.0	5	0.31683168316831684	5.77124224034533e-05	0.001768867924528302	0.014454758205442434
Ann Coulter	0.00010845707624969973	0.000374564252876998	0.0	6	0.2248442264351054	1.9743403446859783e-07	0.004127358490566038	0.002253684842033364
Andrea Savage	0.00010845707624969973	8.504361164550048e-05	0.0	5	0.3504132231404959	4.588406302464923e-09	0.001768867924528302	0.0009679377454769874
Michael Patrick King	0.00010845707624969973	4.0768062188977566e-05	0.0	5	0.2935271720318449	3.171170770370374e-05	0.001768867924528302	0.008137825644309121
Leslie Grossman	0.00010845707624969973	0.00040070291382831956	0.0	5	0.2846115119986575	2.741997272294819e-05	0.001768867924528302	0.012738812177808728
Zach Harper	0.00010845707624969973	0.00020249779335348433	0.0	5	0.31471516051215437	8.516289204578999e-08	0.0023584905660377358	0.013756163011327632
Rick Ross	0.00010845707624969973	0.0018813943746313613	0.0	5	0.34415584415584416	5.797666091538191e-09	0.0023584905660377358	0.000325238237532849
Eliza Skinner	0.00010845707624969973	0.0016968706131909855	0.0	4	0.3648881239242685	0.0	0.0023584905660377358	0.001765139372798299
John Early	0.00010845707624969973	0.0001961902242310702	0.0	5	0.2659140796487927	3.828608628227083e-05	0.001768867924528302	0.0027395969876781072
